oracle_id,card name,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27
16a66bbe-90f6-4c29-a69d-6ff254082956,Stormcaller of Keranos,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
16a7895a-ca23-4112-a91f-4b1528e75cea,Wall of Corpses,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10
16a96727-c53a-4563-8151-f8b7abb7e534,Sootstoke Kindler,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
16aa2e9e-bfe8-4b40-a1db-bb1da2ede849,Hollow Dogs,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10
16aba9af-7a12-4c3d-87eb-06278921cb7c,Merfolk Sovereign,0.46,0.46,0.46,0.46,0.44,0.44,0.47,0.47
16acd858-dba6-401e-bbfb-cabdd6d0120e,Narstad Scrapper,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
16ad3b64-a87f-47e8-8e7b-b97bf084a3d2,Ruham Djinn,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
16aea5b3-9f43-4852-b8b8-80e87909b794,Cat Burglar,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
16b4a48a-fec2-433c-948d-e0b16c961172,Pegasus Stampede,0,0,0,0,0,0,0,0
16b723bc-aab9-40f2-8e1b-b9c2bd2af3bc,Putrid Leech,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
16c293c8-bd1d-4db9-b197-da14f2f37cb1,Oathsworn Knight,0.15,0.16,0.16,0.16,0.16,0.16,0.16,0.16
16c46eaf-7a31-4957-ab7c-ff07fbbd9ddc,Order of Whiteclay,2.05,1.98,1.98,1.98,2,2,2.04,2.04
16c587db-d07b-47ab-8b03-c3b2cc7144f5,Nearheath Chaplain,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
16cadebf-c484-41f8-9e38-5c2c528f5b54,Helm of Obedience,0,0,0,0,0,0,0,0
16cae855-d93a-445d-9cac-dbc5a7c18cb1,Shred Memory,0.43,0.43,0.44,0.44,0.44,0.44,0.44,0.44
16cb916d-bb19-42ec-9a01-969e9d067b40,Symmetry Sage,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
16cc8226-1752-479a-aca0-668df1fe4adf,Velomachus Lorehold // Velomachus Lorehold,0,0,0,0,0,0,0,0
16cd0b90-f70c-4efa-b252-8de8784ef9a3,Imperial Seal,0,0,0,0,0,0,0,0
16cf1cf9-6900-406c-a5b4-0e5750f530e0,Plague Rats,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
16d0aea2-4ca4-4a9d-8674-2863e085f514,Chaos Lord,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.43
16d1023b-2162-4010-8bf4-218dbe7c99a0,Copper Tablet,0,0,0,0,0,0,0,0
16d15765-2330-4f8d-b135-bc6a3765d8fa,Dungeon Map // Dungeon Map,0,0,0,0,0,0,0,0
16d8ee99-8ec8-429f-9ba7-818a74b6f910,Gush,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71
16da72a3-d980-4dd8-99f2-8191cce00978,Mythos of Nethroi,0.36,0.35,0.35,0.35,0.35,0.32,0.32,0.32
16da9e4b-c6ee-4e70-8653-31ca147f3b01,Claim // Fame,0.24,0.25,0.24,0.24,0.24,0.24,0.25,0.25
16dddf03-449c-4df0-9902-f8901f05656e,Consuming Fervor,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10
16de96d0-a58e-42a7-9a13-45358542a246,Counterlash,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22
16df20e2-5228-4543-84b7-74a3170d9d31,Boulder Salvo,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
16dfd80a-9847-45b8-954f-2af9b7cfa21d,Roc Egg,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.05
16e015b2-f8a3-4b1a-80be-58a8f5fb5e8c,Frantic Search,1.07,1.1,1.1,1.1,1.1,1.09,1.1,1.10
16e03598-30bf-4b6c-9b88-36c3c5c010dd,Cursed Monstrosity,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
16e2109f-3d6e-4b42-b37c-f5b4ff70321d,Pirates,0,0,0,0,0,0,0,0
16e48b95-f030-400c-a2b7-c3f3111cc165,Excavated Wall,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
16e555f2-5aa8-4100-a036-eed48db0e84a,Bone Saw,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09
16e9a4ee-0398-4e76-bc7e-dd2d52056aaf,Volrath's Shapeshifter,0,0,0,0,0,0,0,0
16ef24ea-4d84-43e5-bd4f-b6efadc87616,Edge of the Divinity,0.64,0.64,0.64,0.64,0.63,0.63,0.63,0.63
16f03175-9c57-4058-9c9d-9c4936e4c324,Bronzebeak Moa,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
16f3a09f-e29b-4fb5-95ed-d76ad550c2ad,Foul Presence,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
16f61f69-cdde-4b6c-b855-c74db9038ceb,Azorius Guildmage,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
16f6438d-2a29-41cb-bf0c-4d02bd66112b,Hermit Druid,0,0,0,0,0,0,0,0
16f75a65-d067-4f79-81b9-833c373cf4d2,Cryptbreaker,3.02,3.01,3.22,3.22,3.38,3.53,3.54,3.63
16f93781-6740-40c7-a727-7911beac4e74,Fight as One,0.2,0.2,0.2,0.2,0.2,0.21,0.2,0.21
16fb84e1-0bc7-469c-bd73-40747be56d9e,Elvish Handservant,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.18
16fe0abe-04fa-4023-8ee0-043a076e78bb,Squall,0,0,0,0,0,0,0,0
16fe1f04-9bbf-43a3-ab14-395fdf4a3a43,Akki Blizzard-Herder,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
17039058-822d-409f-938c-b727a366ba63,Steam Vents,15.08,15.1,15.46,15.46,14.64,13.67,13.93,14.96
17042684-7af4-43a6-88c7-885032cfb27c,Adventuring Gear,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
1707b790-7f0a-43e4-941f-dea40e51080a,Impulsive Return,0,0,0,0,0,0,0,0
170856f4-7c9d-494b-9bae-20e4d9eba0da,Knight of New Alara,0.98,0.98,0.98,0.98,0.97,0.97,0.97,0.97
1708d60d-30af-4184-bc95-2f7a7aed4a6e,Arboretum Elemental,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
170adfe9-ffbe-40b1-b665-e756e7eb0302,Jeering Instigator,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
170cc0c4-0fba-4751-8613-e934b0438364,Keldon Mantle,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
17121caf-e19c-4c4a-93ec-2ce85d241e14,Mountain // Mountain,0,0,0,0,0,0,0,0
17134950-fdb3-48d0-b541-419db673f4c9,Echo Circlet,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
17191fa9-e956-4f46-b541-465790125b6b,Hystrodon,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38
171a3ac4-0c9c-46ac-b273-089d566cca05,Altar of the Lost,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
1720d38a-c3c1-4294-85c1-a91fc7179d6f,Boon of the Wish-Giver,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.10
1722d6d0-b435-4d4a-af33-21aab2199f6c,Compound Fracture,0,0,0,0,0,0,0,0
1729317d-ccfb-4f27-84c6-20b36b2826c9,Krosan Wayfarer,0.32,0.29,0.29,0.29,0.29,0.29,0.29,0.29
172f86b6-9580-4eb2-b7dc-2a44277d978b,Quandrix Campus,0.06,0.07,0.07,0.07,0.08,0.1,0.11,0.11
1732cd31-1393-426f-a2fe-9b6b3f27136b,Durkwood Baloth,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05
1734e777-d34a-4526-ae24-ef034f147cc5,Raid Bombardment,0.37,0.36,0.35,0.35,0.34,0.34,0.34,0.35
17386f88-dbf0-47ae-91d1-6b1aaceee05f,Kithkin Rabble,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
173f2b8e-8072-4fdd-a469-8a1fb0bb6e64,Homarid Spawning Bed,0,0,0,0,0,0,0,0
17407b73-0dbe-4a71-84ec-3aaca9651f5b,Pygmy Kavu,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
17415789-159e-43cf-93f8-9926405ee8f1,Goliath Spider,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
17425a60-7554-4740-9455-976edd63c106,Hound of Griselbrand,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
17455491-c295-4130-99b4-1b5c6ac1cd25,Young Necromancer,0.43,0.43,0.45,0.45,0.44,0.06,0.06,0.05
1745fd57-467c-45f9-a46e-b9a2af87ec87,Mogg Hollows,0,0,0,0,0,0,0,0
17469f58-286e-4410-b717-5908d24eecdd,Trickster's Talisman,0.35,0.33,0.21,0.21,0.12,0.11,0.11,0.10
17475cf0-661d-4361-827b-1e4d638089f1,Marisi Breaker of the Coil,0,0,0,0,0,0,0,0
17482a65-dd29-4405-a48a-d73a48229e01,Stamp of Approval,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10
174cf7cd-3e8c-4f90-abc1-a78a0ce832d2,Shu Soldier-Farmers,0,0,0,0,0,0,0,0
174dfb7f-fe1e-4089-80c4-1788a9307263,Leery Fogbeast,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10
1750cf0a-0709-4f02-90ea-572ff88a37a5,Wandering Wolf,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08
17520d37-111a-4708-9934-feb20f3d7199,Atinlay Igpay,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
17549447-6f19-4d87-8af1-58b6bb387003,Elspeth Knight-Errant Emblem,12.39,12.39,12.39,12.39,12.39,12.39,12.39,12.39
1755b3d4-0e40-40c4-b913-0960d55d411b,Phantom Tiger,0.12,0.12,0.12,0.12,0.12,0.1,0.1,0.10
1758e102-22da-4cb3-98d5-76f7501d026d,Gale Swooper,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01
1759547a-52b3-4bae-817a-658a6fd047e3,Vhati il-Dal,0,0,0,0,0,0,0,0
1759f6c0-3ad5-4d15-b841-14ef00114994,Volrath's Motion Sensor,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26
176508ba-c107-4694-8dd7-ea34fca3b299,Allosaurus Rider,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57
17661062-928c-4e33-a4f3-92ddc9d8c817,Barrenton Medic,0.14,0.14,0.14,0.14,0.12,0.12,0.12,0.09
1768adc9-5c14-4fcf-8642-ee78fcbdb1f8,Neck Tangle,0,0,0,0,0,0,0,0
17694111-5623-48b3-8c54-c383418e8d2b,Psychic Strike,0.23,0.25,0.25,0.25,0.24,0.24,0.24,0.24
176c0ca2-0ca1-45e2-8412-86de5dbead48,Aven Mimeomancer,0.65,0.65,0.64,0.64,0.64,0.64,0.64,0.64
176eeafd-0482-4fa4-9174-10f8b9494d9b,Tormented Angel,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
177248b7-f3fd-42f8-b325-2625a2bb28ff,Jade Avenger,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04
17739f55-486b-46ea-8785-70cc2bd2d872,Hoofprints of the Stag,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10
1773c4e8-dc08-482a-9f26-30ef96c5b200,Inspiring Refrain,0.44,0.44,0.44,0.44,0.42,0.4,0.42,0.41
17784f90-89a1-47a5-83ef-ae60dfc30bd1,Minamo School at Water's Edge,20.97,20.97,20.97,20.97,20.97,21.82,21.96,21.96
177c1f2d-abb9-40ea-afe4-141b08fdeabb,Atarka Efreet,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
1782bfd7-7d8f-4ed2-9d45-ba9adb41e996,Visionary Augmenter,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
17841133-c526-42a3-a1d2-a874e9bb7138,Sunken City,0,0,0,0,0,0,0,0
1784bbaa-67b1-4bd1-bf77-53da2bfbf7fc,Cornered Market,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
178a1b0b-30af-4afd-8976-4a0e2133007a,Glaive of the Guildpact,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04
178a79e2-64fd-4777-95fe-98b7834a642a,Quartzwood Crasher,1.21,1.2,1.18,1.18,1.19,1.18,1.23,1.14
178e73f9-fc6e-4425-870e-45f96644010a,Lurking Chupacabra,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
17917b7a-2b2b-4a96-a21e-10cd91375660,Dark-Dweller Oracle,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39
17969b71-9612-45ff-b789-1c033f832154,Alaborn Trooper,0,0,0,0,0,0,0,0
17975a20-2c13-4325-be1e-0bcda5063a2d,Terastodon,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25
1799d361-85e7-4c04-aa04-6f83e6499573,Furnace Layer,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24
179cc807-5150-4513-88b2-73cb05009b7d,Purple Worm,0.23,0.23,0.22,0.22,0.17,0.15,0.13,0.10
17a34f8d-a80f-4331-8be5-06cbb9d10d7b,Terramorph,0.08,0.08,0.08,0.08,0.08,0.06,0.06,0.06
17a59d3d-9e01-48cd-bb4a-3eaaa077751c,Marchesa the Black Rose,5.2,5.24,5.22,5.22,5.27,5.27,5.27,5.25
17aa790d-d16a-4a90-b8ba-cd50e62f02f0,Headwater Sentries,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
17abf8c6-70b6-4877-a0f2-a87b22fb2828,Wormfang Manta,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
17ae63fa-fd63-45e6-81c1-bf30851bf77c,Illusionary Terrain,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16
17ae652c-b1c7-4dde-ae9e-50b9e286776c,Warpath Ghoul,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10
17b1094f-be67-465c-a91e-4010113bb352,Hellkite Hatchling,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20
17b1c870-ef94-49af-8f9b-a8765f1b54db,Trigon of Mending,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
17b4778b-82b1-4845-ad08-00f3ff66877b,Perpetual Timepiece,0.54,0.54,0.54,0.54,0.54,0.55,0.54,0.53
17b60106-a4c7-410a-8ac3-ec8e74e29a7c,Mystic Sanctuary,0.84,0.84,0.78,0.78,0.75,0.75,0.85,0.84
17b7b7e4-4ae8-495d-bf0c-d18697f250ea,Serra's Liturgy,0.4,0.4,0.4,0.4,0.41,0.41,0.41,0.41
17bcd92b-1826-4a36-9048-49e5e65a12fd,Leech Fanatic,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01
17be934e-1e33-4b95-a984-242fa018e280,Vial of Dragonfire,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
17c3a888-84d2-4c21-8fa3-d2d825dd7601,Vedalken Humiliator,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.25
17c4807c-158e-4a86-90f1-d8fb2ebe892a,Ajani's Last Stand,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
17c651c7-da4e-45e9-9a64-fad3e873123d,Reality Smasher,3.06,3.09,3.09,3.09,3.11,3.08,3.08,3.08
17c7878f-891f-40a6-80a7-47fcc7b8e29b,Skulltap,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
17cbeec4-b180-48e9-9156-42271f918a9d,Stromkirk Mentor,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
17d18e2f-2d8d-449e-9356-a7351bf0f8c2,Breathstealer,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13
17d3ceeb-c972-49bc-a530-cf67c49a7e19,Reckless Reveler,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
17d41bbf-6a84-48c4-baac-e45f8ed86b78,Altar of the Pantheon,0.09,0.09,0.1,0.1,0.09,0.09,0.1,0.09
17da3654-7517-473b-89e7-0303f6f030cb,Deathgorge Scavenger,0.38,0.38,0.38,0.38,0.4,0.42,0.4,0.42
17dbbca3-ac1c-4d4e-9618-3e66ac3ccd24,Urza's Bauble,0,0,0,0,0,0,0,0
17df4eab-fd77-49bf-bad4-018516931b3e,Booster Sleuth // Booster Sleuth (cont'd),0,0,0,0,0,0,0,0
17df95b2-49ef-43ca-b3c8-66a270f457a7,Rogue Kavu,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
17e00d6e-c57d-48ea-a1a1-0c1097083851,Ogre Leadfoot,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
17e4085e-af44-4ba8-af05-ccfe4b35f96a,Temple Acolyte,0,0,0,0,0,0,0,0
17e905ca-c0bd-473d-95a7-e180ba5fea43,Mirror Entity,3.6,3.6,3.6,3.6,3.6,3.6,3.16,3.16
17ed18cf-33e5-4861-8a36-8f7bb91971f9,Valakut Invoker,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
17f2342b-4dd8-445a-a7c1-4a15a5688294,Escaped Shapeshifter,12.09,12.09,12.09,12.09,12.09,12.09,12.09,12.09
17f573c4-3ed4-453e-bfbe-4e42d54633e5,Treacherous Blessing,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.21
17f78719-d86a-4a00-b83f-7a06bec844f7,Pulsating Illusion,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
17f930a9-64ee-46f9-8a7c-8877e532c94f,Gnat Alley Creeper,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
17fa98cd-ed8f-483f-9525-7e989a82ebb2,Balance,3.04,3.04,3.04,3.04,3.06,3.05,3.05,3.05
17ff0155-0006-464a-a65f-b8e1b9aeba0b,Ogre Recluse,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
1803850e-9499-4bf7-a4d9-6bf655cbe87d,Mausoleum Wanderer,2.2,2.09,2.09,2.09,2.15,2.14,2.19,2.18
18050051-63f6-4091-bf67-7a0701a0791d,Icebind Pillar,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
180881c9-5ae7-4810-a17a-06b5994a48a1,Construct,0,0,0,0,0,0,0,0
180d9c48-6d6c-4d20-965a-0ee2ad57f99b,Hedron Scrabbler,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
180e1a7e-890d-477c-80a5-da8a5f2857b3,Reckless Fireweaver,0.21,0.21,0.22,0.22,0.22,0.22,0.25,0.25
180eda7c-fca2-403b-85cd-8ffebaf9f408,Palace Jailer,2,2,2,2,2,2,1.96,1.96
1816b87c-73ba-4bfc-a51e-c982381c067d,Norwood Riders,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
1816eede-c5bd-49df-958f-a3af64cb2932,Omnath Locus of Rage,2.06,2.09,2.05,2.05,2.02,1.99,1.99,2.00
1817acd5-5ed0-47b8-8e56-4715a488867e,Sparktongue Dragon,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
1818324c-2738-42e2-a78b-63abf325d8e9,Razorgrass Screen,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
1818b0b1-0104-4673-9be8-acfc773ef87d,Sanctum of Tranquil Light,0.17,0.17,0.18,0.18,0.17,0.18,0.18,0.19
181a7b5a-3794-46ae-b6ff-48849ee1470f,Wrecking Beast,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
181e6b3e-c33e-49e7-acb8-67473289a856,Master of Etherium,1.3,1.3,1.35,1.35,1.25,1.19,1.17,1.16
18202185-f9d4-446a-b34e-fae9800240f9,Gnarled Mass,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
1820af5c-9cc2-4b77-b4ca-86084442f087,Sun Droplet,0.25,0.24,0.24,0.24,0.24,0.2,0.2,0.20
1820b6e9-83fd-40b9-953e-ba1a8ae69614,Sunken Hope,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
18279733-5568-427c-b0a2-044bca28f688,Goblin Firestarter,0,0,0,0,0,0,0,0
182c9af9-d867-4848-ab36-ac7b1914f41a,Heliod's Emissary,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09
182d38b4-48bb-4050-a19a-c0a6bb241bbd,Root Elemental,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
182e8eb5-fdeb-41f5-aaab-a35366745920,Den of the Bugbear // Den of the Bugbear,0,0,0,0,0,0,0,0
18379907-ddba-479e-8953-3adc1ed40458,Autochthon Wurm,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19
183891b0-b5ec-47f4-8d09-b9d3cfc4e7f1,God-Eternal Bontu,3.35,3.35,3.32,3.32,3.46,3.46,3.57,3.75
183954d2-7b40-4c7e-adfa-d80191ab5ad6,God-Pharaoh's Statue,0.36,0.36,0.36,0.36,0.38,0.36,0.36,0.35
183e2796-2fc1-4f0e-b1be-95285d2ea046,Ixalli's Keeper,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
184c5a0d-7654-4421-86e4-7f04bcf49494,Koskun Keep,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
184f68a1-0c13-42f4-aee6-3ca744f6a30b,Splintering Wind,2.49,2.49,2.52,2.52,2.52,2.52,2.52,2.52
184fdd23-8235-4500-b2f5-d3b0b93a8f35,Mirror Strike,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36
18543bb3-14f9-45a0-8ed3-5f11832527d9,Cheering Fanatic,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
1854a99d-f8c7-45b3-83a2-98ae1c5b5b09,Hero's Resolve,0.18,0.18,0.18,0.18,0.18,0.2,0.2,0.20
185b3b9f-f798-4ca4-af99-b17a24fcc1c6,Drana's Chosen,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
185d6356-8f8d-4b32-8259-b4eb0a95866c,Trail of Crumbs,0.47,0.46,0.45,0.45,0.43,0.43,0.46,0.46
185d84f4-6095-46ef-917f-3d662a86aa81,Outmuscle,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
185db9c7-3936-473c-9220-ae255527aaf9,Rubblebelt Maaka,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06
185e34f0-60ae-4b07-94ac-96cef11b1604,Vela the Night-Clad,1.56,1.56,1.56,1.56,1.56,1.54,1.54,1.50
18614bab-42af-47f8-a7eb-b961e96e661a,Plots That Span Centuries,19.19,19.27,19.27,19.27,19.27,19.27,19.33,19.33
18616f70-e30c-4ff7-b62a-55939a96ca1b,Exponential Growth,0.24,0.25,0.24,0.24,0.27,0.26,0.28,0.27
1861e642-21d5-4232-89f3-b5557f2946c1,Phyrexian Tower,15.7,15.78,15.74,15.74,16.38,16.53,16.98,16.29
186464e3-a876-4a99-9744-8412dcef6ec2,Search the Premises // Search the Premises,0,0,0,0,0,0,0,0
1869a326-8b48-4331-b969-5ce83cf4ff8a,Fallen Angel,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
186b2fbd-8a59-4447-bd54-45a7c3ff5af2,Esper Stormblade,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
186b4def-4fff-4a2b-bcbf-5318b0ac5fa9,Garruk Wildspeaker,0,0,0,0,0,0,0,0
18710b5e-5403-48cd-9541-8154ba0a0b30,Femeref Scouts,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10
1871af55-f7cd-4b8e-affb-5d010df811b1,Ironhoof Ox,0,0,0,0,0,0,0,0
18729459-8669-4c56-a78d-fd5982c3b2ac,Trusted Pegasus,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.36
1888b473-e26a-4882-ae18-5a0a6caee410,Immolating Gyre,1.62,1.62,1.55,1.55,1.49,1.49,1.49,1.52
1890ef1b-38e5-432d-b040-f33cea7814e7,Punishing Fire,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.33
189131b7-ed59-4750-a4ed-453e4497a5c8,Indulging Patrician,0.81,0.76,0.77,0.77,0.8,0.81,0.81,0.78
18932bb9-e054-4ad6-80c8-d2f177312da0,Ravenous Demon // Archdemon of Greed,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
18961e25-3feb-4dba-a77f-240a4d664ecb,Loam Lion,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
1896c513-ec48-4c8f-9acb-30bc6357fce2,Discerning Taste,0.06,0.05,0.04,0.04,0.02,0.02,0.02,0.02
18994c4c-9b5d-4b58-a5c3-646fbc92f9c7,Devastating Dreams,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56
189b7c2b-81df-41c3-94ae-6b32dbd48cec,Orchard Elemental,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.10
189fc8f4-17ac-4f1d-82c8-8401445bdaf4,Azorius Chancery,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
18a45b81-1946-4be6-8f2c-8c21d11c86f8,Flowstone Embrace,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
18a5e71e-eb75-4ac7-bedd-2220aaa24f78,Valkyrie Harbinger,2.9,2.89,2.84,2.84,3.27,3.53,3.56,3.51
18a8b50b-2328-459b-979d-04c4c769e569,Revered Unicorn,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
18a98d44-54ee-4d6d-ab32-27e294ac8995,Mark of Sakiko,0.38,0.38,0.38,0.38,0.38,0.38,0.36,0.36
18ac2282-83af-4acc-b20b-6a95771da688,Loxodon Smiter,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33
18aee20d-ab73-4fdb-a65c-101beae5fcf5,Tormented Thoughts,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
18b09c2d-20cb-40e9-8209-8a1ec2edde97,Viashino Racketeer,0.01,0.01,0.03,0.03,0.03,0.03,0.03,0.03
18b1f96f-de35-4f0a-8b0e-81576471fd15,Mishra's War Machine,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
18bb35a8-01ac-414f-9a45-e550060ff905,Cephalid Broker,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10
18bcf4c5-7abc-4ca5-b805-4bbebf4e433c,Crypt Ripper,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
18bdc181-9592-4147-81fb-7f83ce137f70,Ugin the Ineffable,3.79,4.1,4.21,4.21,3.91,3.82,3.77,3.79
18beb8eb-6f67-482f-9a7d-282f1e7ecbc1,Narfi Betrayer King,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
18c58328-518f-4228-bb1b-2433f3fb21f2,Deceiver of Form,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29
18c5e7a0-4397-48bb-b993-1c3e3b08be2c,Scholar of Athreos,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
18c65823-01ae-4314-a254-d89a1a362633,Harbor Bandit,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10
18ca77c9-e7d2-4afc-a72b-98772578fad7,Juniper Order Ranger,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
18ca77d9-4740-4be4-913a-e21c9ed9e43f,Hollow Warrior,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
18cbb47a-85b1-48f6-a024-8c3bbffa0d87,Havenwood Battleground,0.18,0.18,0.18,0.18,0.15,0.15,0.15,0.15
18cced8b-9836-4e11-bb4e-69a971a33a50,Fey Steed,2.39,2.3,2.08,2.08,0.97,0.88,0.85,0.85
18d16129-da25-4120-a343-64ce962abba2,Unexplained Disappearance,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01
